created_at,text,cleaned_text,sentiment_score,sentiment,top_words
4/8/2023 2:11,Can confirm: my April routine feels way more sustainable than my January resolutions.,confirm april routine feels way sustainable january resolutions,0,Neutral,"confirm, april, routine"
4/7/2023 10:41,"April Theory: sunlight, flowers, dopamine. It tracks.",april theory sunlight flowers dopamine tracks,0,Neutral,"april, theory, sunlight"
4/15/2023 13:12,Started my new habits in April and it's already going better than New Year’s.,started new habits april already going better new years,0.4404,Positive,"new, started, habits"
4/7/2023 19:51,"Not buying into April Theory, but I do love the weather.",buying april theory love weather,0.6369,Positive,"buying, april, theory"
4/15/2023 3:57,Just a vibe check: anyone else feeling way more motivated this month?,vibe check anyone else feeling way motivated month,0.5423,Positive,"vibe, check, anyone"
4/1/2023 11:39,April Theory hits different when the sun is out and everything is blooming.,april theory hits different sun everything blooming,0,Neutral,"april, theory, hits"
4/3/2023 10:33,"Trying April Theory this year—so far, I’m meditating daily and journaling. 🌱",trying april theory yearso far im meditating daily journaling,0,Neutral,"trying, april, theory"
4/15/2023 21:55,Who else is starting fresh this April? Loving the energy! #FreshStart,else starting fresh april loving energy freshstart,0.8074,Positive,"else, starting, fresh"
4/2/2023 17:04,April Theory hits different when the sun is out and everything is blooming.,april theory hits different sun everything blooming,0,Neutral,"april, theory, hits"
4/4/2023 19:56,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
4/10/2023 18:45,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
4/11/2023 10:40,Started my new habits in April and it's already going better than New Year’s.,started new habits april already going better new years,0.4404,Positive,"new, started, habits"
4/8/2023 2:53,April Theory hits different when the sun is out and everything is blooming.,april theory hits different sun everything blooming,0,Neutral,"april, theory, hits"
4/15/2023 16:00,"Forget January, April is when I actually feel alive again.",forget january april actually feel alive,0.1779,Positive,"forget, january, april"
4/7/2023 2:36,"April Theory just makes sense. Nature resets, so do we.",april theory makes sense nature resets,0,Neutral,"april, theory, makes"
4/9/2023 14:41,Who else is starting fresh this April? Loving the energy! #FreshStart,else starting fresh april loving energy freshstart,0.8074,Positive,"else, starting, fresh"
4/5/2023 6:25,"Let’s normalize starting over in April, not just January.",lets normalize starting april january,0,Neutral,"lets, normalize, starting"
4/14/2023 23:21,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
4/2/2023 9:09,Just a vibe check: anyone else feeling way more motivated this month?,vibe check anyone else feeling way motivated month,0.5423,Positive,"vibe, check, anyone"
4/8/2023 12:11,"Forget January, April is when I actually feel alive again.",forget january april actually feel alive,0.1779,Positive,"forget, january, april"
4/15/2023 15:07,April Theory is overhyped. Just my two cents.,april theory overhyped two cents,0,Neutral,"april, theory, overhyped"
4/10/2023 13:33,Can confirm: my April routine feels way more sustainable than my January resolutions.,confirm april routine feels way sustainable january resolutions,0,Neutral,"confirm, april, routine"
4/11/2023 2:37,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
4/1/2023 6:28,This April reset feels more natural than the whole New Year pressure.,april reset feels natural whole new year pressure,0.0772,Positive,"april, reset, feels"
4/1/2023 23:17,"April Theory just makes sense. Nature resets, so do we.",april theory makes sense nature resets,0,Neutral,"april, theory, makes"
4/15/2023 17:46,"Let’s normalize starting over in April, not just January.",lets normalize starting april january,0,Neutral,"lets, normalize, starting"
4/11/2023 1:33,"Trying April Theory this year—so far, I’m meditating daily and journaling. 🌱",trying april theory yearso far im meditating daily journaling,0,Neutral,"trying, april, theory"
4/13/2023 10:57,April Theory is overhyped. Just my two cents.,april theory overhyped two cents,0,Neutral,"april, theory, overhyped"
4/2/2023 23:14,Started my new habits in April and it's already going better than New Year’s.,started new habits april already going better new years,0.4404,Positive,"new, started, habits"
4/8/2023 17:10,April Theory is overhyped. Just my two cents.,april theory overhyped two cents,0,Neutral,"april, theory, overhyped"
4/7/2023 11:43,"Not buying into April Theory, but I do love the weather.",buying april theory love weather,0.6369,Positive,"buying, april, theory"
4/12/2023 11:43,April Theory hits different when the sun is out and everything is blooming.,april theory hits different sun everything blooming,0,Neutral,"april, theory, hits"
4/12/2023 4:02,I really believe in the April Theory. There's something magical about spring resets!,really believe april theory theres something magical spring resets,0,Neutral,"really, believe, april"
4/4/2023 9:38,"Forget January, April is when I actually feel alive again.",forget january april actually feel alive,0.1779,Positive,"forget, january, april"
4/13/2023 17:57,Day 5 of April Theory and I’m already sleeping better.,day april theory im already sleeping better,0.4404,Positive,"day, april, theory"
4/2/2023 7:22,"Trying April Theory this year—so far, I’m meditating daily and journaling. 🌱",trying april theory yearso far im meditating daily journaling,0,Neutral,"trying, april, theory"
4/10/2023 16:00,Can confirm: my April routine feels way more sustainable than my January resolutions.,confirm april routine feels way sustainable january resolutions,0,Neutral,"confirm, april, routine"
4/6/2023 9:58,"April Theory just makes sense. Nature resets, so do we.",april theory makes sense nature resets,0,Neutral,"april, theory, makes"
4/5/2023 7:10,"Trying April Theory this year—so far, I’m meditating daily and journaling. 🌱",trying april theory yearso far im meditating daily journaling,0,Neutral,"trying, april, theory"
4/6/2023 16:58,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
4/13/2023 13:27,April Theory hits different when the sun is out and everything is blooming.,april theory hits different sun everything blooming,0,Neutral,"april, theory, hits"
4/2/2023 9:31,Spring cleaning inside and out. April Theory activated.,spring cleaning inside april theory activated,0,Neutral,"spring, cleaning, inside"
4/8/2023 14:24,This April reset feels more natural than the whole New Year pressure.,april reset feels natural whole new year pressure,0.0772,Positive,"april, reset, feels"
4/10/2023 8:05,Who else is starting fresh this April? Loving the energy! #FreshStart,else starting fresh april loving energy freshstart,0.8074,Positive,"else, starting, fresh"
4/11/2023 4:36,April Theory hits different when the sun is out and everything is blooming.,april theory hits different sun everything blooming,0,Neutral,"april, theory, hits"
4/4/2023 23:06,Who else is starting fresh this April? Loving the energy! #FreshStart,else starting fresh april loving energy freshstart,0.8074,Positive,"else, starting, fresh"
4/13/2023 14:15,Who else is starting fresh this April? Loving the energy! #FreshStart,else starting fresh april loving energy freshstart,0.8074,Positive,"else, starting, fresh"
4/6/2023 18:45,Just a vibe check: anyone else feeling way more motivated this month?,vibe check anyone else feeling way motivated month,0.5423,Positive,"vibe, check, anyone"
4/11/2023 2:42,Day 5 of April Theory and I’m already sleeping better.,day april theory im already sleeping better,0.4404,Positive,"day, april, theory"
4/8/2023 21:26,Day 5 of April Theory and I’m already sleeping better.,day april theory im already sleeping better,0.4404,Positive,"day, april, theory"
4/9/2023 10:41,Started my new habits in April and it's already going better than New Year’s.,started new habits april already going better new years,0.4404,Positive,"new, started, habits"
4/5/2023 10:21,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
4/8/2023 4:21,April Theory is overhyped. Just my two cents.,april theory overhyped two cents,0,Neutral,"april, theory, overhyped"
4/5/2023 23:43,Spring cleaning inside and out. April Theory activated.,spring cleaning inside april theory activated,0,Neutral,"spring, cleaning, inside"
4/8/2023 1:22,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
4/9/2023 14:07,April Theory hits different when the sun is out and everything is blooming.,april theory hits different sun everything blooming,0,Neutral,"april, theory, hits"
4/15/2023 16:14,"Not buying into April Theory, but I do love the weather.",buying april theory love weather,0.6369,Positive,"buying, april, theory"
4/13/2023 5:22,"Let’s normalize starting over in April, not just January.",lets normalize starting april january,0,Neutral,"lets, normalize, starting"
4/1/2023 1:21,April Theory is working wonders for my mental health!,april theory working wonders mental health,0,Neutral,"april, theory, working"
4/1/2023 22:31,Started my new habits in April and it's already going better than New Year’s.,started new habits april already going better new years,0.4404,Positive,"new, started, habits"
4/2/2023 2:58,I really believe in the April Theory. There's something magical about spring resets!,really believe april theory theres something magical spring resets,0,Neutral,"really, believe, april"
4/10/2023 2:48,Spring cleaning inside and out. April Theory activated.,spring cleaning inside april theory activated,0,Neutral,"spring, cleaning, inside"
4/13/2023 21:45,Not sure about April Theory. It feels like just another month to me.,sure april theory feels like another month,0.5859,Positive,"sure, april, theory"
4/1/2023 12:40,"Not buying into April Theory, but I do love the weather.",buying april theory love weather,0.6369,Positive,"buying, april, theory"
4/8/2023 0:19,"Trying April Theory this year—so far, I’m meditating daily and journaling. 🌱",trying april theory yearso far im meditating daily journaling,0,Neutral,"trying, april, theory"
4/12/2023 9:54,Started my new habits in April and it's already going better than New Year’s.,started new habits april already going better new years,0.4404,Positive,"new, started, habits"
4/8/2023 18:38,This April reset feels more natural than the whole New Year pressure.,april reset feels natural whole new year pressure,0.0772,Positive,"april, reset, feels"
4/2/2023 10:22,Can confirm: my April routine feels way more sustainable than my January resolutions.,confirm april routine feels way sustainable january resolutions,0,Neutral,"confirm, april, routine"
4/1/2023 9:18,April Theory is overhyped. Just my two cents.,april theory overhyped two cents,0,Neutral,"april, theory, overhyped"
4/6/2023 12:30,Started my new habits in April and it's already going better than New Year’s.,started new habits april already going better new years,0.4404,Positive,"new, started, habits"
4/14/2023 9:28,"April Theory: sunlight, flowers, dopamine. It tracks.",april theory sunlight flowers dopamine tracks,0,Neutral,"april, theory, sunlight"
4/9/2023 16:49,"April is the new January. Fresh air, longer days, fresh mindset. #AprilTheory",april new january fresh air longer days fresh mindset apriltheory,0.5574,Positive,"fresh, april, new"
4/14/2023 16:50,Day 5 of April Theory and I’m already sleeping better.,day april theory im already sleeping better,0.4404,Positive,"day, april, theory"
4/11/2023 15:00,April Theory is overhyped. Just my two cents.,april theory overhyped two cents,0,Neutral,"april, theory, overhyped"
4/11/2023 22:34,This April reset feels more natural than the whole New Year pressure.,april reset feels natural whole new year pressure,0.0772,Positive,"april, reset, feels"
4/8/2023 3:34,"Forget January, April is when I actually feel alive again.",forget january april actually feel alive,0.1779,Positive,"forget, january, april"
4/6/2023 6:27,"Trying April Theory this year—so far, I’m meditating daily and journaling. 🌱",trying april theory yearso far im meditating daily journaling,0,Neutral,"trying, april, theory"
4/15/2023 2:08,Started my new habits in April and it's already going better than New Year’s.,started new habits april already going better new years,0.4404,Positive,"new, started, habits"
4/12/2023 13:30,April Theory is overhyped. Just my two cents.,april theory overhyped two cents,0,Neutral,"april, theory, overhyped"
4/4/2023 14:57,"Trying April Theory this year—so far, I’m meditating daily and journaling. 🌱",trying april theory yearso far im meditating daily journaling,0,Neutral,"trying, april, theory"
4/7/2023 0:20,I really believe in the April Theory. There's something magical about spring resets!,really believe april theory theres something magical spring resets,0,Neutral,"really, believe, april"
4/2/2023 0:41,Just a vibe check: anyone else feeling way more motivated this month?,vibe check anyone else feeling way motivated month,0.5423,Positive,"vibe, check, anyone"
4/4/2023 6:34,"Not buying into April Theory, but I do love the weather.",buying april theory love weather,0.6369,Positive,"buying, april, theory"
4/3/2023 4:41,April Theory hits different when the sun is out and everything is blooming.,april theory hits different sun everything blooming,0,Neutral,"april, theory, hits"
4/12/2023 11:06,"Not buying into April Theory, but I do love the weather.",buying april theory love weather,0.6369,Positive,"buying, april, theory"
4/10/2023 10:19,Spring cleaning inside and out. April Theory activated.,spring cleaning inside april theory activated,0,Neutral,"spring, cleaning, inside"
4/4/2023 20:21,Day 5 of April Theory and I’m already sleeping better.,day april theory im already sleeping better,0.4404,Positive,"day, april, theory"
4/12/2023 4:28,April Theory is working wonders for my mental health!,april theory working wonders mental health,0,Neutral,"april, theory, working"
4/14/2023 23:08,"April Theory just makes sense. Nature resets, so do we.",april theory makes sense nature resets,0,Neutral,"april, theory, makes"
4/9/2023 20:47,April Theory hits different when the sun is out and everything is blooming.,april theory hits different sun everything blooming,0,Neutral,"april, theory, hits"
4/12/2023 22:07,I really believe in the April Theory. There's something magical about spring resets!,really believe april theory theres something magical spring resets,0,Neutral,"really, believe, april"
4/4/2023 1:20,"April Theory: sunlight, flowers, dopamine. It tracks.",april theory sunlight flowers dopamine tracks,0,Neutral,"april, theory, sunlight"
4/12/2023 1:24,Started my new habits in April and it's already going better than New Year’s.,started new habits april already going better new years,0.4404,Positive,"new, started, habits"
4/8/2023 19:46,Not sure about April Theory. It feels like just another month to me.,sure april theory feels like another month,0.5859,Positive,"sure, april, theory"
4/8/2023 14:35,This April reset feels more natural than the whole New Year pressure.,april reset feels natural whole new year pressure,0.0772,Positive,"april, reset, feels"
4/4/2023 15:05,April Theory hits different when the sun is out and everything is blooming.,april theory hits different sun everything blooming,0,Neutral,"april, theory, hits"
4/14/2023 21:29,Spring cleaning inside and out. April Theory activated.,spring cleaning inside april theory activated,0,Neutral,"spring, cleaning, inside"
4/11/2023 3:25,Not sure about April Theory. It feels like just another month to me.,sure april theory feels like another month,0.5859,Positive,"sure, april, theory"
4/8/2023 7:06,Spring cleaning inside and out. April Theory activated.,spring cleaning inside april theory activated,0,Neutral,"spring, cleaning, inside"
4/13/2023 18:47,"Trying April Theory this year—so far, I’m meditating daily and journaling. 🌱",trying april theory yearso far im meditating daily journaling,0,Neutral,"trying, april, theory"
4/11/2023 11:17,"Forget January, April is when I actually feel alive again.",forget january april actually feel alive,0.1779,Positive,"forget, january, april"
4/13/2023 16:55,"Not buying into April Theory, but I do love the weather.",buying april theory love weather,0.6369,Positive,"buying, april, theory"
4/15/2023 5:24,Spring cleaning inside and out. April Theory activated.,spring cleaning inside april theory activated,0,Neutral,"spring, cleaning, inside"
4/4/2023 0:35,April Theory is working wonders for my mental health!,april theory working wonders mental health,0,Neutral,"april, theory, working"
4/13/2023 5:52,April Theory is overhyped. Just my two cents.,april theory overhyped two cents,0,Neutral,"april, theory, overhyped"
4/14/2023 0:13,"April Theory: sunlight, flowers, dopamine. It tracks.",april theory sunlight flowers dopamine tracks,0,Neutral,"april, theory, sunlight"
4/13/2023 13:30,"April Theory just makes sense. Nature resets, so do we.",april theory makes sense nature resets,0,Neutral,"april, theory, makes"
4/6/2023 4:32,"Not buying into April Theory, but I do love the weather.",buying april theory love weather,0.6369,Positive,"buying, april, theory"
4/8/2023 14:08,"April Theory just makes sense. Nature resets, so do we.",april theory makes sense nature resets,0,Neutral,"april, theory, makes"
4/2/2023 6:38,Spring cleaning inside and out. April Theory activated.,spring cleaning inside april theory activated,0,Neutral,"spring, cleaning, inside"
4/6/2023 3:44,Not sure about April Theory. It feels like just another month to me.,sure april theory feels like another month,0.5859,Positive,"sure, april, theory"
4/6/2023 5:33,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
4/10/2023 13:00,Just a vibe check: anyone else feeling way more motivated this month?,vibe check anyone else feeling way motivated month,0.5423,Positive,"vibe, check, anyone"
4/1/2023 4:48,Not sure about April Theory. It feels like just another month to me.,sure april theory feels like another month,0.5859,Positive,"sure, april, theory"
4/14/2023 13:58,"Let’s normalize starting over in April, not just January.",lets normalize starting april january,0,Neutral,"lets, normalize, starting"
4/4/2023 2:42,"Not buying into April Theory, but I do love the weather.",buying april theory love weather,0.6369,Positive,"buying, april, theory"
4/6/2023 2:44,"April Theory just makes sense. Nature resets, so do we.",april theory makes sense nature resets,0,Neutral,"april, theory, makes"
4/6/2023 17:38,April Theory is working wonders for my mental health!,april theory working wonders mental health,0,Neutral,"april, theory, working"
4/2/2023 22:41,This April reset feels more natural than the whole New Year pressure.,april reset feels natural whole new year pressure,0.0772,Positive,"april, reset, feels"
4/3/2023 5:56,Just a vibe check: anyone else feeling way more motivated this month?,vibe check anyone else feeling way motivated month,0.5423,Positive,"vibe, check, anyone"
4/2/2023 6:16,Started my new habits in April and it's already going better than New Year’s.,started new habits april already going better new years,0.4404,Positive,"new, started, habits"
4/7/2023 15:42,"April Theory just makes sense. Nature resets, so do we.",april theory makes sense nature resets,0,Neutral,"april, theory, makes"
4/6/2023 0:54,"Not buying into April Theory, but I do love the weather.",buying april theory love weather,0.6369,Positive,"buying, april, theory"
4/14/2023 5:32,Day 5 of April Theory and I’m already sleeping better.,day april theory im already sleeping better,0.4404,Positive,"day, april, theory"
4/14/2023 16:56,Just a vibe check: anyone else feeling way more motivated this month?,vibe check anyone else feeling way motivated month,0.5423,Positive,"vibe, check, anyone"
4/1/2023 5:22,I really believe in the April Theory. There's something magical about spring resets!,really believe april theory theres something magical spring resets,0,Neutral,"really, believe, april"
4/5/2023 20:32,April Theory is working wonders for my mental health!,april theory working wonders mental health,0,Neutral,"april, theory, working"
4/7/2023 22:52,"April is the new January. Fresh air, longer days, fresh mindset. #AprilTheory",april new january fresh air longer days fresh mindset apriltheory,0.5574,Positive,"fresh, april, new"
4/15/2023 2:04,April Theory is overhyped. Just my two cents.,april theory overhyped two cents,0,Neutral,"april, theory, overhyped"
4/10/2023 11:36,Just a vibe check: anyone else feeling way more motivated this month?,vibe check anyone else feeling way motivated month,0.5423,Positive,"vibe, check, anyone"
4/1/2023 10:20,Can confirm: my April routine feels way more sustainable than my January resolutions.,confirm april routine feels way sustainable january resolutions,0,Neutral,"confirm, april, routine"
4/12/2023 10:47,Day 5 of April Theory and I’m already sleeping better.,day april theory im already sleeping better,0.4404,Positive,"day, april, theory"
4/12/2023 13:03,"April Theory: sunlight, flowers, dopamine. It tracks.",april theory sunlight flowers dopamine tracks,0,Neutral,"april, theory, sunlight"
4/15/2023 1:29,"April Theory: sunlight, flowers, dopamine. It tracks.",april theory sunlight flowers dopamine tracks,0,Neutral,"april, theory, sunlight"
4/6/2023 2:54,"Forget January, April is when I actually feel alive again.",forget january april actually feel alive,0.1779,Positive,"forget, january, april"
4/12/2023 12:06,Can confirm: my April routine feels way more sustainable than my January resolutions.,confirm april routine feels way sustainable january resolutions,0,Neutral,"confirm, april, routine"
4/2/2023 19:07,"Trying April Theory this year—so far, I’m meditating daily and journaling. 🌱",trying april theory yearso far im meditating daily journaling,0,Neutral,"trying, april, theory"
4/9/2023 11:02,"April Theory: sunlight, flowers, dopamine. It tracks.",april theory sunlight flowers dopamine tracks,0,Neutral,"april, theory, sunlight"
4/10/2023 18:45,"April Theory just makes sense. Nature resets, so do we.",april theory makes sense nature resets,0,Neutral,"april, theory, makes"
4/10/2023 14:26,Spring cleaning inside and out. April Theory activated.,spring cleaning inside april theory activated,0,Neutral,"spring, cleaning, inside"
4/4/2023 6:07,Not sure about April Theory. It feels like just another month to me.,sure april theory feels like another month,0.5859,Positive,"sure, april, theory"
4/7/2023 21:34,Can confirm: my April routine feels way more sustainable than my January resolutions.,confirm april routine feels way sustainable january resolutions,0,Neutral,"confirm, april, routine"
4/7/2023 16:49,Just a vibe check: anyone else feeling way more motivated this month?,vibe check anyone else feeling way motivated month,0.5423,Positive,"vibe, check, anyone"
4/13/2023 0:36,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
4/13/2023 13:37,Day 5 of April Theory and I’m already sleeping better.,day april theory im already sleeping better,0.4404,Positive,"day, april, theory"
4/5/2023 23:04,Started my new habits in April and it's already going better than New Year’s.,started new habits april already going better new years,0.4404,Positive,"new, started, habits"
4/10/2023 20:03,Just a vibe check: anyone else feeling way more motivated this month?,vibe check anyone else feeling way motivated month,0.5423,Positive,"vibe, check, anyone"
4/12/2023 9:58,"Let’s normalize starting over in April, not just January.",lets normalize starting april january,0,Neutral,"lets, normalize, starting"
4/13/2023 4:39,Can confirm: my April routine feels way more sustainable than my January resolutions.,confirm april routine feels way sustainable january resolutions,0,Neutral,"confirm, april, routine"
4/8/2023 16:37,"April is the new January. Fresh air, longer days, fresh mindset. #AprilTheory",april new january fresh air longer days fresh mindset apriltheory,0.5574,Positive,"fresh, april, new"
4/10/2023 2:05,"Not buying into April Theory, but I do love the weather.",buying april theory love weather,0.6369,Positive,"buying, april, theory"
4/11/2023 15:27,This April reset feels more natural than the whole New Year pressure.,april reset feels natural whole new year pressure,0.0772,Positive,"april, reset, feels"
4/12/2023 22:13,April Theory is working wonders for my mental health!,april theory working wonders mental health,0,Neutral,"april, theory, working"
4/12/2023 14:04,"Let’s normalize starting over in April, not just January.",lets normalize starting april january,0,Neutral,"lets, normalize, starting"
4/11/2023 14:45,This April reset feels more natural than the whole New Year pressure.,april reset feels natural whole new year pressure,0.0772,Positive,"april, reset, feels"
4/13/2023 10:47,Spring cleaning inside and out. April Theory activated.,spring cleaning inside april theory activated,0,Neutral,"spring, cleaning, inside"
4/1/2023 10:35,Can confirm: my April routine feels way more sustainable than my January resolutions.,confirm april routine feels way sustainable january resolutions,0,Neutral,"confirm, april, routine"
4/11/2023 14:19,Spring cleaning inside and out. April Theory activated.,spring cleaning inside april theory activated,0,Neutral,"spring, cleaning, inside"
4/4/2023 5:50,Day 5 of April Theory and I’m already sleeping better.,day april theory im already sleeping better,0.4404,Positive,"day, april, theory"
4/13/2023 2:52,"April Theory: sunlight, flowers, dopamine. It tracks.",april theory sunlight flowers dopamine tracks,0,Neutral,"april, theory, sunlight"
4/3/2023 20:38,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
4/10/2023 7:12,"April Theory: sunlight, flowers, dopamine. It tracks.",april theory sunlight flowers dopamine tracks,0,Neutral,"april, theory, sunlight"
4/13/2023 5:08,"April Theory: sunlight, flowers, dopamine. It tracks.",april theory sunlight flowers dopamine tracks,0,Neutral,"april, theory, sunlight"
4/10/2023 4:53,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
4/6/2023 20:22,April Theory is overhyped. Just my two cents.,april theory overhyped two cents,0,Neutral,"april, theory, overhyped"
4/9/2023 0:25,"Let’s normalize starting over in April, not just January.",lets normalize starting april january,0,Neutral,"lets, normalize, starting"
4/5/2023 1:31,"Trying April Theory this year—so far, I’m meditating daily and journaling. 🌱",trying april theory yearso far im meditating daily journaling,0,Neutral,"trying, april, theory"
4/15/2023 10:49,"Trying April Theory this year—so far, I’m meditating daily and journaling. 🌱",trying april theory yearso far im meditating daily journaling,0,Neutral,"trying, april, theory"
4/12/2023 8:27,"April Theory just makes sense. Nature resets, so do we.",april theory makes sense nature resets,0,Neutral,"april, theory, makes"
4/3/2023 21:15,April Theory is working wonders for my mental health!,april theory working wonders mental health,0,Neutral,"april, theory, working"
4/14/2023 19:29,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
4/7/2023 21:18,Not sure about April Theory. It feels like just another month to me.,sure april theory feels like another month,0.5859,Positive,"sure, april, theory"
4/11/2023 19:32,"April Theory: sunlight, flowers, dopamine. It tracks.",april theory sunlight flowers dopamine tracks,0,Neutral,"april, theory, sunlight"
4/3/2023 19:11,Started my new habits in April and it's already going better than New Year’s.,started new habits april already going better new years,0.4404,Positive,"new, started, habits"
4/9/2023 19:13,This April reset feels more natural than the whole New Year pressure.,april reset feels natural whole new year pressure,0.0772,Positive,"april, reset, feels"
4/5/2023 0:58,April Theory hits different when the sun is out and everything is blooming.,april theory hits different sun everything blooming,0,Neutral,"april, theory, hits"
4/15/2023 5:49,"Forget January, April is when I actually feel alive again.",forget january april actually feel alive,0.1779,Positive,"forget, january, april"
4/9/2023 2:21,Not sure about April Theory. It feels like just another month to me.,sure april theory feels like another month,0.5859,Positive,"sure, april, theory"
4/9/2023 3:17,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
4/6/2023 20:21,"April Theory: sunlight, flowers, dopamine. It tracks.",april theory sunlight flowers dopamine tracks,0,Neutral,"april, theory, sunlight"
4/15/2023 19:40,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
4/6/2023 3:02,Started my new habits in April and it's already going better than New Year’s.,started new habits april already going better new years,0.4404,Positive,"new, started, habits"
4/14/2023 17:41,"April Theory: sunlight, flowers, dopamine. It tracks.",april theory sunlight flowers dopamine tracks,0,Neutral,"april, theory, sunlight"
4/12/2023 1:38,"Not buying into April Theory, but I do love the weather.",buying april theory love weather,0.6369,Positive,"buying, april, theory"
4/7/2023 21:13,April Theory is overhyped. Just my two cents.,april theory overhyped two cents,0,Neutral,"april, theory, overhyped"
4/6/2023 16:45,April Theory is working wonders for my mental health!,april theory working wonders mental health,0,Neutral,"april, theory, working"
4/3/2023 18:49,"Let’s normalize starting over in April, not just January.",lets normalize starting april january,0,Neutral,"lets, normalize, starting"
4/12/2023 10:41,Day 5 of April Theory and I’m already sleeping better.,day april theory im already sleeping better,0.4404,Positive,"day, april, theory"
4/9/2023 11:06,"Trying April Theory this year—so far, I’m meditating daily and journaling. 🌱",trying april theory yearso far im meditating daily journaling,0,Neutral,"trying, april, theory"
4/3/2023 13:30,Started my new habits in April and it's already going better than New Year’s.,started new habits april already going better new years,0.4404,Positive,"new, started, habits"
4/8/2023 11:53,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
4/1/2023 3:01,"April Theory just makes sense. Nature resets, so do we.",april theory makes sense nature resets,0,Neutral,"april, theory, makes"
4/15/2023 17:32,"Let’s normalize starting over in April, not just January.",lets normalize starting april january,0,Neutral,"lets, normalize, starting"
4/15/2023 18:24,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
4/4/2023 11:16,April Theory is overhyped. Just my two cents.,april theory overhyped two cents,0,Neutral,"april, theory, overhyped"
4/10/2023 13:07,Not sure about April Theory. It feels like just another month to me.,sure april theory feels like another month,0.5859,Positive,"sure, april, theory"
4/10/2023 4:17,This April reset feels more natural than the whole New Year pressure.,april reset feels natural whole new year pressure,0.0772,Positive,"april, reset, feels"
4/5/2023 17:31,"April Theory just makes sense. Nature resets, so do we.",april theory makes sense nature resets,0,Neutral,"april, theory, makes"
4/15/2023 1:19,"Let’s normalize starting over in April, not just January.",lets normalize starting april january,0,Neutral,"lets, normalize, starting"
4/7/2023 13:04,April Theory hits different when the sun is out and everything is blooming.,april theory hits different sun everything blooming,0,Neutral,"april, theory, hits"
4/4/2023 9:20,"Forget January, April is when I actually feel alive again.",forget january april actually feel alive,0.1779,Positive,"forget, january, april"
4/12/2023 19:10,April > January. That’s the tweet.,april january thats tweet,0,Neutral,"april, january, thats"
4/15/2023 17:07,Who else is starting fresh this April? Loving the energy! #FreshStart,else starting fresh april loving energy freshstart,0.8074,Positive,"else, starting, fresh"
4/9/2023 3:15,"Forget January, April is when I actually feel alive again.",forget january april actually feel alive,0.1779,Positive,"forget, january, april"
4/13/2023 7:01,Not sure about April Theory. It feels like just another month to me.,sure april theory feels like another month,0.5859,Positive,"sure, april, theory"
4/2/2023 22:23,Who else is starting fresh this April? Loving the energy! #FreshStart,else starting fresh april loving energy freshstart,0.8074,Positive,"else, starting, fresh"
4/5/2023 17:22,Can confirm: my April routine feels way more sustainable than my January resolutions.,confirm april routine feels way sustainable january resolutions,0,Neutral,"confirm, april, routine"
4/2/2023 0:03,"April is the new January. Fresh air, longer days, fresh mindset. #AprilTheory",april new january fresh air longer days fresh mindset apriltheory,0.5574,Positive,"fresh, april, new"
4/13/2023 6:07,"Trying April Theory this year—so far, I’m meditating daily and journaling. 🌱",trying april theory yearso far im meditating daily journaling,0,Neutral,"trying, april, theory"
4/2/2023 18:24,April Theory hits different when the sun is out and everything is blooming.,april theory hits different sun everything blooming,0,Neutral,"april, theory, hits"
4/11/2023 3:52,April Theory hits different when the sun is out and everything is blooming.,april theory hits different sun everything blooming,0,Neutral,"april, theory, hits"
4/2/2023 3:11,April Theory hits different when the sun is out and everything is blooming.,april theory hits different sun everything blooming,0,Neutral,"april, theory, hits"
4/7/2023 18:21,Can confirm: my April routine feels way more sustainable than my January resolutions.,confirm april routine feels way sustainable january resolutions,0,Neutral,"confirm, april, routine"
4/9/2023 3:30,"April Theory just makes sense. Nature resets, so do we.",april theory makes sense nature resets,0,Neutral,"april, theory, makes"
4/4/2023 2:29,"April Theory: sunlight, flowers, dopamine. It tracks.",april theory sunlight flowers dopamine tracks,0,Neutral,"april, theory, sunlight"
4/4/2023 17:05,April Theory is working wonders for my mental health!,april theory working wonders mental health,0,Neutral,"april, theory, working"
4/3/2023 20:16,April Theory is working wonders for my mental health!,april theory working wonders mental health,0,Neutral,"april, theory, working"
